order_number,table_number,timestamp,items_summary,universal_comment,order_total,payment_method,printed_status,items_json
20,10,2025-08-22 13:32:00,,,29.60,Cash,All Copies Printed,"[{""name"": ""Cappuccino"", ""quantity"": 2, ""itemPriceWithModifiers"": 3.7, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Cappuccino"", ""quantity"": 2, ""itemPriceWithModifiers"": 3.9000000000000004, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}, {""name"": ""Almond Milk"", ""priceChange"": 0.4}]}, {""name"": ""Croissant"", ""quantity"": 2, ""itemPriceWithModifiers"": 3.1, ""generalSelectedOptions"": [{""name"": ""Almond Milk"", ""priceChange"": 0.4}, {""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Cappuccino"", ""quantity"": 2, ""itemPriceWithModifiers"": 4.1000000000000005, ""generalSelectedOptions"": [{""name"": ""Almond Milk"", ""priceChange"": 0.4}, {""name"": ""Extra Shot"", ""priceChange"": 0.5}]}]"
21,13,2025-08-22 13:46:00,,,6.50,Card,All Copies Printed,"[{""name"": ""Cappuccino"", ""quantity"": 1, ""itemPriceWithModifiers"": 4.0, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}, {""name"": ""Syrup"", ""priceChange"": 0.3}]}, {""name"": ""Espresso"", ""quantity"": 1, ""itemPriceWithModifiers"": 2.5, ""generalSelectedOptions"": []}]"
22,9,2025-08-22 14:11:00,,,21.20,Card,All Copies Printed,"[{""name"": ""Toastie"", ""quantity"": 2, ""itemPriceWithModifiers"": 5.1000000000000005, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}, {""name"": ""Almond Milk"", ""priceChange"": 0.4}]}, {""name"": ""Sandwich"", ""quantity"": 1, ""itemPriceWithModifiers"": 5.8, ""generalSelectedOptions"": []}, {""name"": ""Croissant"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.6, ""generalSelectedOptions"": [{""name"": ""Almond Milk"", ""priceChange"": 0.4}]}]"
23,4,2025-08-22 14:24:00,,,6.50,Card,All Copies Printed,"[{""name"": ""Tea"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.0, ""generalSelectedOptions"": []}, {""name"": ""Espresso"", ""quantity"": 1, ""itemPriceWithModifiers"": 2.5, ""generalSelectedOptions"": []}]"
24,12,2025-08-22 14:48:00,,,5.60,Card,All Copies Printed,"[{""name"": ""Tea"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.8, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}, {""name"": ""Syrup"", ""priceChange"": 0.3}]}]"
25,8,2025-08-22 15:01:00,,,17.50,Cash,All Copies Printed,"[{""name"": ""Tea"", ""quantity"": 1, ""itemPriceWithModifiers"": 2.0, ""generalSelectedOptions"": []}, {""name"": ""Cappuccino"", ""quantity"": 2, ""itemPriceWithModifiers"": 3.2, ""generalSelectedOptions"": []}, {""name"": ""Espresso"", ""quantity"": 1, ""itemPriceWithModifiers"": 3.3, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}, {""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Espresso"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.9, ""generalSelectedOptions"": [{""name"": ""Almond Milk"", ""priceChange"": 0.4}]}]"
26,1,2025-08-22 15:30:00,,,24.40,Card,All Copies Printed,"[{""name"": ""Tea"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.0, ""generalSelectedOptions"": []}, {""name"": ""Latte"", ""quantity"": 1, ""itemPriceWithModifiers"": 3.8, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}]}, {""name"": ""Sandwich"", ""quantity"": 2, ""itemPriceWithModifiers"": 6.2, ""generalSelectedOptions"": [{""name"": ""Almond Milk"", ""priceChange"": 0.4}]}, {""name"": ""Toastie"", ""quantity"": 1, ""itemPriceWithModifiers"": 4.2, ""generalSelectedOptions"": []}]"
27,7,2025-08-22 15:41:00,,,20.20,Card,All Copies Printed,"[{""name"": ""Espresso"", ""quantity"": 1, ""itemPriceWithModifiers"": 3.0, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Sandwich"", ""quantity"": 2, ""itemPriceWithModifiers"": 6.1, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}]}, {""name"": ""Espresso"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.5, ""generalSelectedOptions"": []}]"
28,6,2025-08-22 16:04:00,,,28.00,Card,All Copies Printed,"[{""name"": ""Espresso"", ""quantity"": 2, ""itemPriceWithModifiers"": 3.2, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}, {""name"": ""Almond Milk"", ""priceChange"": 0.4}]}, {""name"": ""Toastie"", ""quantity"": 1, ""itemPriceWithModifiers"": 4.2, ""generalSelectedOptions"": []}, {""name"": ""Sandwich"", ""quantity"": 2, ""itemPriceWithModifiers"": 6.7, ""generalSelectedOptions"": [{""name"": ""Almond Milk"", ""priceChange"": 0.4}, {""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Latte"", ""quantity"": 1, ""itemPriceWithModifiers"": 4.0, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}]}]"
29,1,2025-08-22 16:25:00,,,8.40,Card,All Copies Printed,"[{""name"": ""Toastie"", ""quantity"": 2, ""itemPriceWithModifiers"": 4.2, ""generalSelectedOptions"": []}]"
30,2,2025-08-22 16:46:00,,,20.30,Cash,All Copies Printed,"[{""name"": ""Croissant"", ""quantity"": 1, ""itemPriceWithModifiers"": 2.2, ""generalSelectedOptions"": []}, {""name"": ""Cappuccino"", ""quantity"": 2, ""itemPriceWithModifiers"": 3.7, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Tea"", ""quantity"": 1, ""itemPriceWithModifiers"": 2.9, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}, {""name"": ""Almond Milk"", ""priceChange"": 0.4}]}, {""name"": ""Cappuccino"", ""quantity"": 2, ""itemPriceWithModifiers"": 3.9000000000000004, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}, {""name"": ""Almond Milk"", ""priceChange"": 0.4}]}]"
31,9,2025-08-22 17:04:00,,,14.80,Card,All Copies Printed,"[{""name"": ""Sandwich"", ""quantity"": 1, ""itemPriceWithModifiers"": 6.6, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}, {""name"": ""Syrup"", ""priceChange"": 0.3}]}, {""name"": ""Toastie"", ""quantity"": 1, ""itemPriceWithModifiers"": 4.2, ""generalSelectedOptions"": []}, {""name"": ""Latte"", ""quantity"": 1, ""itemPriceWithModifiers"": 4.0, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}]}]"
32,1,2025-08-22 17:20:00,,,20.10,Card,All Copies Printed,"[{""name"": ""Toastie"", ""quantity"": 1, ""itemPriceWithModifiers"": 4.7, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Latte"", ""quantity"": 2, ""itemPriceWithModifiers"": 3.5, ""generalSelectedOptions"": []}, {""name"": ""Toastie"", ""quantity"": 2, ""itemPriceWithModifiers"": 4.2, ""generalSelectedOptions"": []}]"
33,10,2025-08-22 17:53:00,,,15.10,Card,All Copies Printed,"[{""name"": ""Espresso"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.8, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}]}, {""name"": ""Espresso"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.8, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}]}, {""name"": ""Latte"", ""quantity"": 1, ""itemPriceWithModifiers"": 3.9, ""generalSelectedOptions"": [{""name"": ""Almond Milk"", ""priceChange"": 0.4}]}]"
34,12,2025-08-22 18:02:00,,,23.40,Cash,All Copies Printed,"[{""name"": ""Tea"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.5, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Tea"", ""quantity"": 2, ""itemPriceWithModifiers"": 2.0, ""generalSelectedOptions"": []}, {""name"": ""Sandwich"", ""quantity"": 1, ""itemPriceWithModifiers"": 5.8, ""generalSelectedOptions"": []}, {""name"": ""Latte"", ""quantity"": 2, ""itemPriceWithModifiers"": 4.3, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}, {""name"": ""Syrup"", ""priceChange"": 0.3}]}]"
35,9,2025-08-22 18:33:00,,,8.30,Card,All Copies Printed,"[{""name"": ""Croissant"", ""quantity"": 1, ""itemPriceWithModifiers"": 2.2, ""generalSelectedOptions"": []}, {""name"": ""Sandwich"", ""quantity"": 1, ""itemPriceWithModifiers"": 6.1, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}]}]"
36,6,2025-08-22 18:52:00,,,25.30,Cash,All Copies Printed,"[{""name"": ""Toastie"", ""quantity"": 2, ""itemPriceWithModifiers"": 4.2, ""generalSelectedOptions"": []}, {""name"": ""Toastie"", ""quantity"": 1, ""itemPriceWithModifiers"": 5.1000000000000005, ""generalSelectedOptions"": [{""name"": ""Extra Shot"", ""priceChange"": 0.5}, {""name"": ""Almond Milk"", ""priceChange"": 0.4}]}, {""name"": ""Croissant"", ""quantity"": 1, ""itemPriceWithModifiers"": 3.0, ""generalSelectedOptions"": [{""name"": ""Syrup"", ""priceChange"": 0.3}, {""name"": ""Extra Shot"", ""priceChange"": 0.5}]}, {""name"": ""Latte"", ""quantity"": 2, ""itemPriceWithModifiers"": 4.4, ""generalSelectedOptions"": [{""name"": ""Almond Milk"", ""priceChange"": 0.4}, {""name"": ""Extra Shot"", ""priceChange"": 0.5}]}]"
